step,epoch,batch,train_loss
1,1,1,2.3027243614196777
2,1,2,2.3015544414520264
3,1,3,2.3020541667938232
4,1,4,2.317352056503296
5,1,5,2.29612135887146
6,1,6,2.2933151721954346
7,1,7,2.2790725231170654
8,1,8,2.235668659210205
9,1,9,2.3668770790100098
10,1,10,2.2616119384765625
11,1,11,2.277161121368408
12,1,12,2.2971129417419434
13,1,13,2.2985153198242188
14,1,14,2.3007311820983887
15,1,15,2.3016276359558105
16,1,16,2.299861431121826
17,1,17,2.3002870082855225
18,1,18,2.2971696853637695
19,1,19,2.298600673675537
20,1,20,2.295283794403076
21,1,21,2.282961845397949
22,1,22,2.271545171737671
23,1,23,2.2350807189941406
24,1,24,2.2330164909362793
25,1,25,2.130570888519287
26,1,26,2.2853105068206787
27,1,27,2.070366621017456
28,1,28,2.08882212638855
29,1,29,2.2964491844177246
30,1,30,2.1157007217407227
31,1,31,2.131448984146118
32,1,32,2.1297616958618164
33,1,33,2.1868884563446045
34,1,34,2.1179311275482178
35,1,35,2.083833932876587
36,1,36,2.0641794204711914
37,1,37,2.0465238094329834
38,1,38,2.1945905685424805
39,1,39,2.181727647781372
40,1,40,2.0801875591278076
41,1,41,2.1047918796539307
42,1,42,2.083449602127075
43,1,43,2.0981454849243164
44,1,44,2.038125514984131
45,1,45,2.0687966346740723
46,1,46,2.067488431930542
47,1,47,2.093977928161621
48,1,48,2.305572748184204
49,1,49,2.0316836833953857
50,1,50,2.0862481594085693
51,1,51,2.0533249378204346
52,1,52,2.054530382156372
53,1,53,2.0490026473999023
54,1,54,2.028885841369629
55,1,55,2.0051581859588623
56,1,56,2.1008048057556152
57,1,57,1.958582878112793
58,1,58,1.945023775100708
59,1,59,1.9830976724624634
60,1,60,1.952509880065918
61,1,61,1.9718164205551147
62,1,62,1.9795087575912476
63,1,63,2.038736581802368
64,1,64,1.9628733396530151
65,1,65,1.988776445388794
66,1,66,1.940616250038147
67,1,67,1.9147230386734009
68,1,68,1.9010310173034668
69,1,69,1.8939712047576904
70,1,70,1.8998503684997559
71,1,71,2.029999017715454
72,1,72,1.8465431928634644
73,1,73,2.1229639053344727
74,1,74,1.9208641052246094
75,1,75,2.1227974891662598
76,1,76,1.9895308017730713
77,1,77,1.9775866270065308
78,1,78,2.046485662460327
79,1,79,2.0995397567749023
80,1,80,2.018036127090454
81,1,81,1.959470272064209
82,1,82,1.9360387325286865
83,1,83,1.9665403366088867
84,1,84,1.8866832256317139
85,1,85,1.939835786819458
86,1,86,2.0542523860931396
87,1,87,1.8578656911849976
88,1,88,1.8648511171340942
89,1,89,1.9205557107925415
90,1,90,1.8096445798873901
91,1,91,1.8933109045028687
92,1,92,1.8454700708389282
93,1,93,1.8953129053115845
94,1,94,1.940811276435852
95,1,95,1.815329909324646
96,1,96,1.7589293718338013
97,1,97,2.0273945331573486
98,1,98,1.8510115146636963
99,1,99,2.0281448364257812
100,1,100,1.907016634941101
101,1,101,1.9691916704177856
102,1,102,1.835902214050293
103,1,103,1.8889508247375488
104,1,104,1.9567809104919434
105,1,105,2.1236565113067627
106,1,106,2.1567764282226562
107,1,107,1.9402996301651
108,1,108,1.8965301513671875
109,1,109,1.9103597402572632
110,1,110,1.8697521686553955
111,1,111,1.8334567546844482
112,1,112,1.8508201837539673
113,1,113,1.8944523334503174
114,1,114,1.7671253681182861
115,1,115,1.8616750240325928
116,1,116,1.8166553974151611
117,1,117,1.8960551023483276
118,1,118,1.8857048749923706
119,1,119,1.8381478786468506
120,1,120,1.7516191005706787
121,1,121,1.8658589124679565
122,1,122,1.8383452892303467
123,1,123,1.9637316465377808
124,1,124,1.8183262348175049
125,1,125,1.871785283088684
126,1,126,1.8635894060134888
127,1,127,1.8173706531524658
128,1,128,1.7773646116256714
129,1,129,1.851497769355774
130,1,130,1.7763386964797974
131,1,131,1.8207330703735352
132,1,132,1.8298680782318115
133,1,133,1.6780297756195068
134,1,134,1.596235990524292
135,1,135,1.760963797569275
136,1,136,1.7644497156143188
137,1,137,1.7633492946624756
138,1,138,1.8082025051116943
139,1,139,1.7443759441375732
140,1,140,1.7373623847961426
141,1,141,1.6145087480545044
142,1,142,1.8076132535934448
143,1,143,1.7822723388671875
144,1,144,1.6717761754989624
145,1,145,1.729844570159912
146,1,146,1.8438036441802979
147,1,147,1.7981388568878174
148,1,148,1.8057105541229248
149,1,149,1.7282074689865112
150,1,150,1.7273569107055664
151,1,151,1.8510611057281494
152,1,152,1.7250635623931885
153,1,153,1.682013750076294
154,1,154,1.6328586339950562
155,1,155,1.8187909126281738
156,1,156,1.6774734258651733
157,1,157,1.7407480478286743
158,1,158,1.7498106956481934
159,1,159,1.7668880224227905
160,1,160,1.679153561592102
161,1,161,1.602895975112915
162,1,162,1.6972242593765259
163,1,163,1.6764405965805054
164,1,164,1.6371026039123535
165,1,165,1.6423429250717163
166,1,166,1.6759264469146729
167,1,167,1.5949774980545044
168,1,168,1.7414968013763428
169,1,169,1.6196497678756714
170,1,170,1.711565375328064
171,1,171,1.6431748867034912
172,1,172,1.7366268634796143
173,1,173,1.662723183631897
174,1,174,1.6823619604110718
175,1,175,1.6562000513076782
176,1,176,1.6654142141342163
177,1,177,1.6751627922058105
178,1,178,1.6061803102493286
179,1,179,1.644355058670044
180,1,180,1.5484938621520996
181,1,181,1.5575642585754395
182,1,182,1.677276611328125
183,1,183,1.6981608867645264
184,1,184,1.6470915079116821
185,1,185,1.6549625396728516
186,1,186,1.6300314664840698
187,1,187,1.6381397247314453
188,1,188,1.517856478691101
189,1,189,1.5462721586227417
190,1,190,1.5682088136672974
191,1,191,1.6583768129348755
192,1,192,1.7926493883132935
193,1,193,1.739014744758606
194,1,194,1.5791758298873901
195,1,195,1.461235761642456
196,1,196,1.6762194633483887
197,1,197,1.5319095849990845
198,1,198,1.5258525609970093
199,1,199,1.676164150238037
200,1,200,1.5634649991989136
201,1,201,1.6485766172409058
202,1,202,1.6731306314468384
203,1,203,1.5846059322357178
204,1,204,1.6280900239944458
205,1,205,1.5651036500930786
206,1,206,1.8056590557098389
207,1,207,1.5282413959503174
208,1,208,1.5206581354141235
209,1,209,1.7711490392684937
210,1,210,1.4811224937438965
211,1,211,1.580344557762146
212,1,212,1.6198676824569702
213,1,213,1.5064009428024292
214,1,214,1.6068466901779175
215,1,215,1.5851444005966187
216,1,216,1.6523703336715698
217,1,217,1.67267644405365
218,1,218,1.5118906497955322
219,1,219,1.5314029455184937
220,1,220,1.6611112356185913
221,1,221,1.4599305391311646
222,1,222,1.534876823425293
223,1,223,1.5612741708755493
224,1,224,1.5218446254730225
225,1,225,1.5978245735168457
226,1,226,1.567262053489685
227,1,227,1.5557539463043213
228,1,228,1.4049338102340698
229,1,229,1.5716373920440674
230,1,230,1.5092082023620605
231,1,231,1.609294056892395
232,1,232,1.6358637809753418
233,1,233,1.4328869581222534
234,1,234,1.588364839553833
235,1,235,1.471640706062317
236,1,236,1.4970811605453491
237,1,237,1.469323992729187
238,1,238,1.5843119621276855
239,1,239,1.5162265300750732
240,1,240,1.5148348808288574
241,1,241,1.3888866901397705
242,1,242,1.374515175819397
243,1,243,1.4204312562942505
244,1,244,1.509220838546753
245,1,245,1.4712083339691162
246,1,246,1.3507156372070312
247,1,247,1.5896457433700562
248,1,248,1.6262186765670776
249,1,249,1.398801565170288
250,1,250,1.5945440530776978
251,1,251,1.4620225429534912
252,1,252,1.553004264831543
253,1,253,1.5733890533447266
254,1,254,1.4367252588272095
255,1,255,1.804966926574707
256,1,256,1.7151992321014404
257,1,257,1.5398578643798828
258,1,258,1.6539344787597656
259,1,259,1.535269856452942
260,1,260,1.5680512189865112
261,1,261,1.636734127998352
262,1,262,1.5362130403518677
263,1,263,1.4562376737594604
264,1,264,1.5130666494369507
265,1,265,1.4924116134643555
266,1,266,1.639489769935608
267,1,267,1.4948720932006836
268,1,268,1.4149529933929443
269,1,269,1.7207775115966797
270,1,270,1.5710976123809814
271,1,271,1.3988085985183716
272,1,272,1.467406988143921
273,1,273,1.9822810888290405
274,1,274,1.5105398893356323
275,1,275,1.7415354251861572
276,1,276,1.4044859409332275
277,1,277,1.6591371297836304
278,1,278,1.6216673851013184
279,1,279,1.552007794380188
280,1,280,1.4828463792800903
281,1,281,1.5512535572052002
282,1,282,1.5471605062484741
283,1,283,1.6602849960327148
284,1,284,1.5716190338134766
285,1,285,1.3990708589553833
286,1,286,1.5186131000518799
287,1,287,1.553225040435791
288,1,288,1.4861409664154053
289,1,289,1.588253378868103
290,1,290,1.4056761264801025
291,1,291,1.4885509014129639
292,1,292,1.5506607294082642
293,1,293,1.5024218559265137
294,1,294,1.4131920337677002
295,1,295,1.45468008518219
296,1,296,1.5375161170959473
297,1,297,1.425684928894043
298,1,298,1.2765238285064697
299,1,299,1.5001517534255981
300,1,300,1.5300943851470947
301,1,301,1.4810757637023926
302,1,302,1.4586507081985474
303,1,303,1.4839568138122559
304,1,304,1.4064102172851562
305,1,305,1.3918859958648682
306,1,306,1.390440821647644
307,1,307,1.3614957332611084
308,1,308,1.326653242111206
309,1,309,1.4671767950057983
310,1,310,1.3900079727172852
311,1,311,1.3227754831314087
312,1,312,1.468083143234253
313,1,313,1.4014662504196167
314,1,314,1.3365757465362549
315,1,315,1.3431533575057983
316,1,316,1.3379865884780884
317,1,317,1.346110224723816
318,1,318,1.2941242456436157
319,1,319,1.4930102825164795
320,1,320,1.4541224241256714
321,1,321,1.5289188623428345
322,1,322,1.5853757858276367
323,1,323,1.4117729663848877
324,1,324,1.3361691236495972
325,1,325,1.3648704290390015
326,1,326,1.5020283460617065
327,1,327,1.5175628662109375
328,1,328,1.2646480798721313
329,1,329,1.5583277940750122
330,1,330,1.2975634336471558
331,1,331,1.5708439350128174
332,1,332,1.4697775840759277
333,1,333,1.4019780158996582
334,1,334,1.38388991355896
335,1,335,1.409102439880371
336,1,336,1.408619999885559
337,1,337,1.3256820440292358
338,1,338,1.4823567867279053
339,1,339,1.4557433128356934
340,1,340,1.428919792175293
341,1,341,1.4352930784225464
342,1,342,1.2617791891098022
343,1,343,1.458915114402771
344,1,344,1.3423763513565063
345,1,345,1.4670054912567139
346,1,346,1.5369436740875244
347,1,347,1.547023892402649
348,1,348,1.3947241306304932
349,1,349,1.3107167482376099
350,1,350,1.2808917760849
351,1,351,1.4411368370056152
352,1,352,1.4458696842193604
353,1,353,1.3543788194656372
354,1,354,1.4202964305877686
355,1,355,1.359017014503479
356,1,356,1.5281540155410767
357,1,357,1.36827552318573
358,1,358,1.3031582832336426
359,1,359,1.316941738128662
360,1,360,1.3919787406921387
361,1,361,1.419023036956787
362,1,362,1.4152992963790894
363,1,363,1.1222920417785645
364,1,364,1.3627175092697144
365,1,365,1.3639594316482544
366,1,366,1.2097333669662476
367,1,367,1.3737108707427979
368,1,368,1.254440426826477
369,1,369,1.288867712020874
370,1,370,1.3671118021011353
371,1,371,1.3720687627792358
372,1,372,1.35367751121521
373,1,373,1.3240498304367065
374,1,374,1.2903263568878174
375,1,375,1.37791109085083
376,1,376,1.350193977355957
377,1,377,1.5172638893127441
378,1,378,1.2921473979949951
379,1,379,1.500135898590088
380,1,380,1.3302085399627686
381,1,381,1.404557466506958
382,1,382,1.337222695350647
383,1,383,1.1677097082138062
384,1,384,1.2241556644439697
385,1,385,1.4519550800323486
386,1,386,1.3229353427886963
387,1,387,1.349591612815857
388,1,388,1.2634776830673218
389,1,389,1.3172787427902222
390,1,390,1.4555857181549072
391,1,391,1.2569632530212402
392,2,1,1.1538639068603516
393,2,2,1.2887247800827026
394,2,3,1.3666983842849731
395,2,4,1.2125377655029297
396,2,5,1.0884195566177368
397,2,6,1.1698306798934937
398,2,7,1.1875883340835571
399,2,8,1.449378490447998
400,2,9,1.386955976486206
401,2,10,1.3837637901306152
402,2,11,1.411449909210205
403,2,12,1.6194384098052979
404,2,13,1.1988922357559204
405,2,14,1.3754987716674805
406,2,15,1.3130176067352295
407,2,16,1.4309364557266235
408,2,17,1.1539227962493896
409,2,18,1.1988182067871094
410,2,19,1.2072776556015015
411,2,20,1.1954410076141357
412,2,21,1.2628189325332642
413,2,22,1.2949901819229126
414,2,23,1.2079964876174927
415,2,24,1.1426136493682861
416,2,25,1.2081694602966309
417,2,26,1.4764654636383057
418,2,27,1.3530255556106567
419,2,28,1.2849065065383911
420,2,29,1.3848360776901245
421,2,30,1.1395763158798218
422,2,31,1.1998908519744873
423,2,32,1.2958998680114746
424,2,33,1.2175836563110352
425,2,34,1.2282577753067017
426,2,35,1.3560857772827148
427,2,36,1.2425566911697388
428,2,37,1.1042231321334839
429,2,38,1.1416901350021362
430,2,39,1.299803614616394
431,2,40,1.3476274013519287
432,2,41,1.229210615158081
433,2,42,1.2275424003601074
434,2,43,1.332204818725586
435,2,44,1.3275138139724731
436,2,45,1.189629316329956
437,2,46,1.2322521209716797
438,2,47,1.3289463520050049
439,2,48,1.429194450378418
440,2,49,1.2716246843338013
441,2,50,1.2311911582946777
442,2,51,1.2923800945281982
443,2,52,1.411699891090393
444,2,53,1.291668176651001
445,2,54,1.0678536891937256
446,2,55,1.2206467390060425
447,2,56,1.3633670806884766
448,2,57,1.2940857410430908
449,2,58,1.3283793926239014
450,2,59,1.3060346841812134
451,2,60,1.2475066184997559
452,2,61,1.0508493185043335
453,2,62,1.4705588817596436
454,2,63,1.2425332069396973
455,2,64,1.2061220407485962
456,2,65,1.159622073173523
457,2,66,1.2489453554153442
458,2,67,1.383624792098999
459,2,68,1.1836782693862915
460,2,69,1.1489161252975464
461,2,70,1.3186792135238647
462,2,71,1.2049671411514282
463,2,72,1.1390058994293213
464,2,73,1.311300277709961
465,2,74,1.3713805675506592
466,2,75,1.21182382106781
467,2,76,1.408031702041626
468,2,77,1.0713649988174438
469,2,78,1.2900283336639404
470,2,79,1.225583791732788
471,2,80,1.2869069576263428
472,2,81,1.229508399963379
473,2,82,1.155692219734192
474,2,83,1.2450908422470093
475,2,84,1.2394959926605225
476,2,85,1.2197668552398682
477,2,86,1.4160503149032593
478,2,87,1.0753734111785889
479,2,88,1.128618836402893
480,2,89,0.9861818552017212
481,2,90,1.0231614112854004
482,2,91,1.188572883605957
483,2,92,1.2529008388519287
484,2,93,1.072906732559204
485,2,94,1.4040310382843018
486,2,95,1.1628873348236084
487,2,96,1.1540780067443848
488,2,97,1.423631191253662
489,2,98,1.079724669456482
490,2,99,1.1187127828598022
491,2,100,1.2296262979507446
492,2,101,1.3304544687271118
493,2,102,1.1306483745574951
494,2,103,1.1616772413253784
495,2,104,1.087191104888916
496,2,105,1.2960448265075684
497,2,106,1.4805574417114258
498,2,107,1.402860164642334
499,2,108,1.1947057247161865
500,2,109,1.1140490770339966
501,2,110,1.1530895233154297
502,2,111,1.1512999534606934
503,2,112,1.0629334449768066
504,2,113,1.2936365604400635
505,2,114,1.1517537832260132
506,2,115,1.2851710319519043
507,2,116,0.955582320690155
508,2,117,1.1324399709701538
509,2,118,1.1893798112869263
510,2,119,1.1741361618041992
511,2,120,1.1758861541748047
512,2,121,1.1475762128829956
513,2,122,1.174175500869751
514,2,123,1.1217036247253418
515,2,124,1.1494444608688354
516,2,125,1.0930739641189575
517,2,126,1.180693507194519
518,2,127,1.1714918613433838
519,2,128,1.2789428234100342
520,2,129,1.1195636987686157
521,2,130,1.1864023208618164
522,2,131,1.1364017724990845
523,2,132,1.0189849138259888
524,2,133,1.124495267868042
525,2,134,1.1084035634994507
526,2,135,1.0106432437896729
527,2,136,1.1715234518051147
528,2,137,1.068056583404541
529,2,138,1.109410047531128
530,2,139,1.3415961265563965
531,2,140,0.9800037145614624
532,2,141,1.143389344215393
533,2,142,1.1385631561279297
534,2,143,1.0315004587173462
535,2,144,1.0271424055099487
536,2,145,1.2877477407455444
537,2,146,1.0852559804916382
538,2,147,1.1138575077056885
539,2,148,1.0448955297470093
540,2,149,1.167230248451233
541,2,150,1.2142390012741089
542,2,151,1.178107500076294
543,2,152,1.1146773099899292
544,2,153,1.1934396028518677
545,2,154,1.2161256074905396
546,2,155,1.0030529499053955
547,2,156,1.1148178577423096
548,2,157,1.0719308853149414
549,2,158,1.1618373394012451
550,2,159,1.0998320579528809
551,2,160,1.153448462486267
552,2,161,1.4548845291137695
553,2,162,1.0675238370895386
554,2,163,1.1580086946487427
555,2,164,0.9810389280319214
556,2,165,1.081605076789856
557,2,166,1.1952166557312012
558,2,167,1.1670434474945068
559,2,168,1.030993103981018
560,2,169,1.1107020378112793
561,2,170,1.1910008192062378
562,2,171,1.0477170944213867
563,2,172,1.2474186420440674
564,2,173,1.1011945009231567
565,2,174,1.119834303855896
566,2,175,1.0896676778793335
567,2,176,1.107225775718689
568,2,177,1.045223355293274
569,2,178,1.0057166814804077
570,2,179,1.0838226079940796
571,2,180,0.9984267354011536
572,2,181,1.029180884361267
573,2,182,0.8995741605758667
574,2,183,1.0015829801559448
575,2,184,1.186071515083313
576,2,185,1.0784640312194824
577,2,186,1.1978809833526611
578,2,187,1.16871976852417
579,2,188,1.0919826030731201
580,2,189,1.113991379737854
581,2,190,1.1056214570999146
582,2,191,1.211357593536377
583,2,192,1.0426216125488281
584,2,193,1.2686681747436523
585,2,194,1.2540407180786133
586,2,195,1.157218337059021
587,2,196,1.1482670307159424
588,2,197,1.1744345426559448
589,2,198,1.0856975317001343
590,2,199,0.9580623507499695
591,2,200,1.1257551908493042
592,2,201,1.1858097314834595
593,2,202,1.0643069744110107
594,2,203,1.1648942232131958
595,2,204,1.1624454259872437
596,2,205,1.0046836137771606
597,2,206,1.2061620950698853
598,2,207,0.9989255666732788
599,2,208,1.2553560733795166
600,2,209,0.9968957304954529
601,2,210,1.1534689664840698
602,2,211,1.0236523151397705
603,2,212,1.000510811805725
604,2,213,1.123451828956604
605,2,214,1.1395353078842163
606,2,215,1.1310482025146484
607,2,216,1.0688133239746094
608,2,217,1.0568472146987915
609,2,218,1.068048357963562
610,2,219,1.1352943181991577
611,2,220,1.1907907724380493
612,2,221,1.0641883611679077
613,2,222,1.134596347808838
614,2,223,0.9868586659431458
615,2,224,1.0054669380187988
616,2,225,0.8883281350135803
617,2,226,1.0979806184768677
618,2,227,0.8704121112823486
619,2,228,0.9363449215888977
620,2,229,1.1172747611999512
621,2,230,0.9669458866119385
622,2,231,1.2858104705810547
623,2,232,1.277917742729187
624,2,233,1.1468472480773926
625,2,234,1.0159125328063965
626,2,235,1.0237863063812256
627,2,236,1.0849840641021729
628,2,237,1.0444486141204834
629,2,238,1.1883660554885864
630,2,239,1.1173224449157715
631,2,240,1.07668137550354
632,2,241,1.0543320178985596
633,2,242,1.039397954940796
634,2,243,1.1631417274475098
635,2,244,1.0323058366775513
636,2,245,1.2301368713378906
637,2,246,1.0271778106689453
638,2,247,0.944456934928894
639,2,248,0.9710017442703247
640,2,249,1.0847959518432617
641,2,250,1.0578585863113403
642,2,251,1.1596800088882446
643,2,252,1.1105440855026245
644,2,253,1.017406940460205
645,2,254,0.9161309003829956
646,2,255,1.0219693183898926
647,2,256,1.0009968280792236
648,2,257,1.0061601400375366
649,2,258,1.077031135559082
650,2,259,1.2394568920135498
651,2,260,0.9401627779006958
652,2,261,1.1080336570739746
653,2,262,0.9150769114494324
654,2,263,0.8004342317581177
655,2,264,1.1920548677444458
656,2,265,1.0141313076019287
657,2,266,0.8871146440505981
658,2,267,0.9081614017486572
659,2,268,1.007566213607788
660,2,269,1.0853321552276611
661,2,270,1.0249695777893066
662,2,271,1.1554397344589233
663,2,272,1.0971025228500366
664,2,273,0.773645281791687
665,2,274,1.0683557987213135
666,2,275,1.0205739736557007
667,2,276,1.2632436752319336
668,2,277,0.8253738284111023
669,2,278,1.066482424736023
670,2,279,1.0378669500350952
671,2,280,0.8907308578491211
672,2,281,0.86222243309021
673,2,282,1.0195759534835815
674,2,283,0.9373266100883484
675,2,284,0.9776224493980408
676,2,285,1.1476837396621704
677,2,286,1.085267424583435
678,2,287,0.9673947691917419
679,2,288,0.9242501258850098
680,2,289,1.3360310792922974
681,2,290,0.96943598985672
682,2,291,0.9405593276023865
683,2,292,1.0045863389968872
684,2,293,1.1449741125106812
685,2,294,1.3763612508773804
686,2,295,0.8731866478919983
687,2,296,0.8963472247123718
688,2,297,0.9535696506500244
689,2,298,1.060171127319336
690,2,299,1.204466700553894
691,2,300,0.9382328391075134
692,2,301,1.0087318420410156
693,2,302,1.1770728826522827
694,2,303,0.8983603119850159
695,2,304,1.102647066116333
696,2,305,1.0765517950057983
697,2,306,0.9423414468765259
698,2,307,0.9252822995185852
699,2,308,0.8785074353218079
700,2,309,1.004729986190796
701,2,310,1.1661044359207153
702,2,311,0.9177958965301514
703,2,312,0.9753095507621765
704,2,313,0.968084990978241
705,2,314,0.9420907497406006
706,2,315,0.9773481488227844
707,2,316,1.0081459283828735
708,2,317,1.0837719440460205
709,2,318,0.9447811245918274
710,2,319,0.8708219528198242
711,2,320,0.9165647029876709
712,2,321,1.064146876335144
713,2,322,0.9429422616958618
714,2,323,1.0045151710510254
715,2,324,1.0450429916381836
716,2,325,0.9266868829727173
717,2,326,0.9195950031280518
718,2,327,1.143141508102417
719,2,328,1.0088950395584106
720,2,329,1.0663163661956787
721,2,330,1.015476107597351
722,2,331,1.062710165977478
723,2,332,0.9422383308410645
724,2,333,1.0463309288024902
725,2,334,1.0252015590667725
726,2,335,0.9995299577713013
727,2,336,1.1514171361923218
728,2,337,0.8326359391212463
729,2,338,0.9138020873069763
730,2,339,0.9825502634048462
731,2,340,0.9866225123405457
732,2,341,1.0105245113372803
733,2,342,0.9611107110977173
734,2,343,0.8727643489837646
735,2,344,0.9996261596679688
736,2,345,1.01201331615448
737,2,346,0.9377955794334412
738,2,347,1.0466927289962769
739,2,348,0.891173779964447
740,2,349,1.1361340284347534
741,2,350,1.0838038921356201
742,2,351,0.8175144195556641
743,2,352,1.097878336906433
744,2,353,0.9209174513816833
745,2,354,0.9723329544067383
746,2,355,0.990288257598877
747,2,356,0.9016894698143005
748,2,357,0.9778722524642944
749,2,358,0.8230087757110596
750,2,359,0.8079477548599243
751,2,360,0.8963350653648376
752,2,361,1.0835171937942505
753,2,362,1.0273497104644775
754,2,363,0.8126076459884644
755,2,364,0.9038741588592529
756,2,365,0.8649976253509521
757,2,366,0.9557721614837646
758,2,367,0.7700872421264648
759,2,368,0.8554189801216125
760,2,369,0.9332224726676941
761,2,370,1.2285892963409424
762,2,371,0.9150649309158325
763,2,372,1.0282933712005615
764,2,373,0.959980309009552
765,2,374,1.0784926414489746
766,2,375,0.9986618757247925
767,2,376,0.847567081451416
768,2,377,1.003652811050415
769,2,378,0.831081211566925
770,2,379,0.9461978673934937
771,2,380,0.8936690092086792
772,2,381,0.9200022220611572
773,2,382,0.8844773769378662
774,2,383,0.8403828144073486
775,2,384,0.8832039833068848
776,2,385,0.9231401085853577
777,2,386,0.9209182858467102
778,2,387,1.05404794216156
779,2,388,0.919873058795929
780,2,389,1.02126944065094
781,2,390,1.063484787940979
782,2,391,0.8632993698120117
783,3,1,0.7483917474746704
784,3,2,0.7731770277023315
785,3,3,0.9776824116706848
786,3,4,0.8859605193138123
787,3,5,0.7656000852584839
788,3,6,0.7916795015335083
789,3,7,0.7552584409713745
790,3,8,0.8179070949554443
791,3,9,0.8926952481269836
792,3,10,0.8876794576644897
793,3,11,0.9040846824645996
794,3,12,0.6678314805030823
795,3,13,0.990077555179596
796,3,14,0.8333480358123779
797,3,15,0.7926658987998962
798,3,16,0.741774320602417
799,3,17,0.8417805433273315
800,3,18,0.9079478979110718
801,3,19,0.9028955101966858
802,3,20,0.793332040309906
803,3,21,0.737745463848114
804,3,22,0.7789646983146667
805,3,23,0.8899951577186584
806,3,24,1.0514187812805176
807,3,25,0.6664904356002808
808,3,26,0.8157050609588623
809,3,27,0.6882160902023315
810,3,28,0.7536796927452087
