step,epoch,batch,train_loss
1,1,1,2.3027243614196777
2,1,2,5.091919898986816
3,1,3,2.3035781383514404
4,1,4,2.3022990226745605
5,1,5,2.302117347717285
6,1,6,2.300445795059204
7,1,7,2.3071579933166504
8,1,8,2.3052291870117188
9,1,9,2.3018863201141357
10,1,10,2.298767566680908
11,1,11,2.296133518218994
12,1,12,2.3062546253204346
13,1,13,2.301544427871704
14,1,14,2.3086929321289062
15,1,15,2.3085877895355225
16,1,16,2.302631378173828
17,1,17,2.3094542026519775
18,1,18,2.3073909282684326
19,1,19,2.3033745288848877
20,1,20,2.303163528442383
21,1,21,2.305525064468384
22,1,22,2.3023650646209717
23,1,23,2.3070242404937744
24,1,24,2.302154302597046
25,1,25,2.3033742904663086
26,1,26,2.3088269233703613
27,1,27,2.3050293922424316
28,1,28,2.303722381591797
29,1,29,2.301778793334961
30,1,30,2.307452917098999
31,1,31,2.3000078201293945
32,1,32,2.3013358116149902
33,1,33,2.308128833770752
34,1,34,2.3024518489837646
35,1,35,2.3056581020355225
36,1,36,2.303330898284912
37,1,37,2.3028485774993896
38,1,38,2.3014743328094482
39,1,39,2.3024258613586426
40,1,40,2.3031208515167236
41,1,41,2.2977166175842285
42,1,42,2.311572551727295
43,1,43,2.292982339859009
44,1,44,2.3055460453033447
45,1,45,2.3078036308288574
46,1,46,2.2991602420806885
47,1,47,2.299612045288086
48,1,48,2.298431634902954
49,1,49,2.290231704711914
50,1,50,2.286593198776245
51,1,51,2.2727739810943604
52,1,52,2.293311595916748
53,1,53,2.2876553535461426
54,1,54,2.2663493156433105
55,1,55,2.268782615661621
56,1,56,2.2775585651397705
57,1,57,2.261286735534668
58,1,58,2.283694267272949
59,1,59,2.220172643661499
60,1,60,2.3044164180755615
61,1,61,2.283766508102417
62,1,62,2.290766477584839
63,1,63,2.3007705211639404
64,1,64,2.3034827709198
65,1,65,2.3040707111358643
66,1,66,2.3022642135620117
67,1,67,2.298361301422119
68,1,68,2.293001413345337
69,1,69,2.301252603530884
70,1,70,2.2792866230010986
71,1,71,2.295741081237793
72,1,72,2.271740674972534
73,1,73,2.2672457695007324
74,1,74,2.230151891708374
75,1,75,2.2643914222717285
76,1,76,2.2481672763824463
77,1,77,2.241436004638672
78,1,78,2.3547897338867188
79,1,79,2.258842706680298
80,1,80,2.275862455368042
81,1,81,2.274919271469116
82,1,82,2.2537877559661865
83,1,83,2.2570908069610596
84,1,84,2.2605888843536377
85,1,85,2.271441698074341
86,1,86,2.2524046897888184
87,1,87,2.269315719604492
88,1,88,2.2728185653686523
89,1,89,2.242797374725342
90,1,90,2.1922664642333984
91,1,91,2.2791218757629395
92,1,92,2.2073886394500732
93,1,93,2.2370402812957764
94,1,94,2.22724986076355
95,1,95,2.1651463508605957
96,1,96,2.1929519176483154
97,1,97,2.2124385833740234
98,1,98,2.2569425106048584
99,1,99,2.1926870346069336
100,1,100,2.2420654296875
101,1,101,2.1617791652679443
102,1,102,2.2883248329162598
103,1,103,2.2145094871520996
104,1,104,2.2878646850585938
105,1,105,2.2794389724731445
106,1,106,2.207749843597412
107,1,107,2.2555899620056152
108,1,108,2.2704904079437256
109,1,109,2.2305150032043457
110,1,110,2.2094709873199463
111,1,111,2.205705165863037
112,1,112,2.1589598655700684
113,1,113,2.212998151779175
114,1,114,2.158938407897949
115,1,115,2.1531882286071777
116,1,116,2.213336706161499
117,1,117,2.1659088134765625
118,1,118,2.162229537963867
119,1,119,2.147138833999634
120,1,120,2.2201130390167236
121,1,121,2.1613211631774902
122,1,122,2.2203192710876465
123,1,123,2.164980173110962
124,1,124,2.1656219959259033
125,1,125,2.1599912643432617
126,1,126,2.06618595123291
127,1,127,2.1751317977905273
128,1,128,2.1153881549835205
129,1,129,2.173086643218994
130,1,130,2.0282135009765625
131,1,131,2.14561128616333
132,1,132,2.194998264312744
133,1,133,2.145000457763672
134,1,134,2.1095011234283447
135,1,135,2.1357476711273193
136,1,136,2.032093048095703
137,1,137,2.263768434524536
138,1,138,2.1934638023376465
139,1,139,2.117225408554077
140,1,140,2.1064584255218506
141,1,141,2.0292162895202637
142,1,142,2.0213465690612793
143,1,143,2.0938284397125244
144,1,144,2.0063223838806152
145,1,145,2.06795072555542
146,1,146,2.0443315505981445
147,1,147,2.0190682411193848
148,1,148,2.113687038421631
149,1,149,2.098935127258301
150,1,150,1.9772626161575317
151,1,151,2.1970245838165283
152,1,152,1.9952104091644287
153,1,153,2.126986503601074
154,1,154,1.8984911441802979
155,1,155,1.9671170711517334
156,1,156,1.9951657056808472
157,1,157,2.021700620651245
158,1,158,1.8733458518981934
159,1,159,1.9711008071899414
160,1,160,1.9644402265548706
161,1,161,1.7735446691513062
162,1,162,1.864113688468933
163,1,163,1.8263543844223022
164,1,164,1.8460752964019775
165,1,165,1.9441040754318237
166,1,166,1.9237885475158691
167,1,167,1.9219727516174316
168,1,168,1.9318827390670776
169,1,169,1.928236961364746
170,1,170,2.082066059112549
171,1,171,1.89420485496521
172,1,172,1.9145727157592773
173,1,173,1.9540258646011353
174,1,174,1.9039435386657715
175,1,175,1.9050238132476807
176,1,176,1.9242684841156006
177,1,177,1.8438403606414795
178,1,178,2.0294430255889893
179,1,179,1.8450838327407837
180,1,180,1.835637092590332
181,1,181,1.7512257099151611
182,1,182,1.8699727058410645
183,1,183,1.8712682723999023
184,1,184,1.8246513605117798
185,1,185,1.8670899868011475
186,1,186,1.7897493839263916
187,1,187,1.864211082458496
188,1,188,1.8011009693145752
189,1,189,1.8040512800216675
190,1,190,1.8236297369003296
191,1,191,1.915863037109375
192,1,192,1.7981274127960205
193,1,193,1.7823768854141235
194,1,194,1.8680702447891235
195,1,195,1.6714694499969482
196,1,196,1.7464061975479126
197,1,197,1.7728559970855713
198,1,198,1.659834384918213
199,1,199,1.8691002130508423
200,1,200,1.7991561889648438
201,1,201,1.7790100574493408
202,1,202,2.003833532333374
203,1,203,1.7997416257858276
204,1,204,1.8670705556869507
205,1,205,1.771381139755249
206,1,206,1.8556180000305176
207,1,207,1.7820576429367065
208,1,208,1.7113604545593262
209,1,209,1.844269037246704
210,1,210,1.663159966468811
211,1,211,1.7778271436691284
212,1,212,1.7965322732925415
213,1,213,1.5250352621078491
214,1,214,1.7638314962387085
215,1,215,1.723966360092163
216,1,216,1.767885684967041
217,1,217,1.799344539642334
218,1,218,1.7530595064163208
219,1,219,1.7007125616073608
220,1,220,1.6946964263916016
221,1,221,1.622507929801941
222,1,222,1.7429896593093872
223,1,223,1.8348944187164307
224,1,224,1.765343189239502
225,1,225,1.867716908454895
226,1,226,1.80867600440979
227,1,227,1.6976847648620605
228,1,228,1.6318564414978027
229,1,229,1.6662845611572266
230,1,230,1.6405134201049805
231,1,231,1.7719351053237915
232,1,232,1.9008338451385498
233,1,233,1.5427659749984741
234,1,234,1.6735512018203735
